6.040000000000000000e+02,8.486551157251506083e+01,1.303020797226270489e+01
9.640000000000000000e+02,9.282212044968008513e+01,1.471908121367319033e+01
1.640000000000000000e+03,9.852183024152509461e+01,2.101954905429581544e+01
6.420000000000000000e+02,8.563317611284557529e+01,1.279100834129868147e+01
4.670000000000000000e+02,7.529444937377473934e+01,1.053945559396072618e+01
4.470000000000000000e+02,7.978253675779265564e+01,9.339459754669412916e+00
1.450000000000000000e+03,9.944785167430978845e+01,1.247511682118797971e+01
1.472000000000000000e+03,1.053179904452482702e+02,1.216625403431181951e+01
1.661000000000000000e+03,1.162802052590364639e+02,2.082394086200126893e+01
1.776000000000000000e+03,1.072823470393361589e+02,1.637040491915053053e+01
4.270000000000000000e+02,8.421592034739295229e+01,8.973927229507488335e+00
1.351000000000000000e+03,1.008474129521967200e+02,1.443239407259121521e+01
1.715000000000000000e+03,1.139349633177839820e+02,1.733618259676992324e+01
2.080000000000000000e+02,7.110779613238022989e+01,7.386915762017940423e+00
1.153000000000000000e+03,1.045994372274598163e+02,1.341887073226821769e+01
1.431000000000000000e+03,1.021946475648668979e+02,1.822523690688422349e+01
1.193000000000000000e+03,1.007052006463261478e+02,1.451583157826087955e+01
8.920000000000000000e+02,9.358981524807205687e+01,1.295656585097412794e+01
4.000000000000000000e+00,5.238990991105412576e+01,3.146388280347927946e+00
8.380000000000000000e+02,9.339654052336673828e+01,1.002946921259107071e+01
7.510000000000000000e+02,8.399596141682906136e+01,1.098556610698265068e+01
5.810000000000000000e+02,8.407829748604717679e+01,1.054983753867742280e+01
1.221000000000000000e+03,9.740272691973923713e+01,1.521887488570938096e+01
5.080000000000000000e+02,8.085476386804381832e+01,1.276627206199509779e+01
4.400000000000000000e+01,5.884397525109169180e+01,5.065943989372732936e+00
1.630000000000000000e+03,1.067039924671539239e+02,1.957645840486308231e+01
8.670000000000000000e+02,9.261914464633265709e+01,1.239738979102864214e+01
1.485000000000000000e+03,1.022137248858040124e+02,1.758905485005803726e+01
1.820000000000000000e+02,6.872795528583344549e+01,8.158681104805527440e+00
1.701000000000000000e+03,1.174882882521614533e+02,1.876874337064111486e+01
2.080000000000000000e+02,6.955324164535471709e+01,6.589429371599603513e+00
1.635000000000000000e+03,1.177318883211780900e+02,1.623129367113623545e+01
1.030000000000000000e+02,6.241484663438463798e+01,7.068401028367103933e+00
2.970000000000000000e+02,7.336627846885518522e+01,6.895574438704811016e+00
2.570000000000000000e+02,7.309723303232638614e+01,7.363512812082958270e+00
4.820000000000000000e+02,7.853402598588259309e+01,9.238060526618555812e+00
5.270000000000000000e+02,8.203774106719639292e+01,1.091199579420527321e+01
1.061000000000000000e+03,9.184608211425290847e+01,1.327767873645093211e+01
8.970000000000000000e+02,9.671674423412329702e+01,1.314274469662349709e+01
9.810000000000000000e+02,9.537629930156199975e+01,1.281572979622348463e+01
2.750000000000000000e+02,7.069501748215593295e+01,8.948862912654744761e+00
6.850000000000000000e+02,8.397270230192022211e+01,1.242964877524182654e+01
9.740000000000000000e+02,9.646715293320127671e+01,1.380160164539823242e+01
8.660000000000000000e+02,9.362546326624301685e+01,1.196728347444034668e+01
4.730000000000000000e+02,7.788531098033659816e+01,1.065214702310546357e+01
3.750000000000000000e+02,7.420172624669102390e+01,9.988403214854866263e+00
1.328000000000000000e+03,9.383069024825985593e+01,1.478104902869539039e+01
1.622000000000000000e+03,1.042086256391449268e+02,1.768152554856649417e+01
1.244000000000000000e+03,1.005687286190076577e+02,1.302981936327328150e+01
4.500000000000000000e+02,7.849738587014134339e+01,1.075839008652860507e+01
1.094000000000000000e+03,9.582110231499770236e+01,1.231116826302102041e+01
1.130000000000000000e+03,9.800710607497678950e+01,1.737902710199106693e+01
