8.070000000000000284e+01,1.126768031895251987e+01
8.040000000000000568e+01,1.195844519276935358e+01
7.250000000000000000e+01,8.317461617744008606e+00
1.030000000000000000e+02,1.880844309373589951e+01
1.075999999999999943e+02,1.947419293659330108e+01
7.940000000000000568e+01,9.877652348817933969e+00
8.190000000000000568e+01,1.127064360995226977e+01
1.015999999999999943e+02,1.640426417487080357e+01
1.085999999999999943e+02,1.749193091101176378e+01
9.570000000000000284e+01,1.574942514809519345e+01
5.270000000000000284e+01,3.581285321328901539e+00
1.064000000000000057e+02,1.764935217636771014e+01
7.890000000000000568e+01,8.836725985529852778e+00
9.529999999999999716e+01,1.329019652930640305e+01
7.459999999999999432e+01,9.146894586409466399e+00
8.509999999999999432e+01,1.157222272283842912e+01
8.479999999999999716e+01,1.201490851772508428e+01
8.929999999999999716e+01,1.271341511794877377e+01
6.840000000000000568e+01,9.310238831894103839e+00
4.889999999999999858e+01,2.943422889888340332e+00
8.829999999999999716e+01,1.117190937475058909e+01
5.339999999999999858e+01,4.351459942080544430e+00
6.550000000000000000e+01,8.025242397180058163e+00
7.350000000000000000e+01,7.636770152577271986e+00
1.092000000000000028e+02,1.776005480037967743e+01
5.550000000000000000e+01,4.607780552855414768e+00
8.750000000000000000e+01,1.188070057704798899e+01
6.089999999999999858e+01,5.327640649184786525e+00
5.529999999999999716e+01,4.763084034879528694e+00
5.400000000000000000e+01,3.964799976965972306e+00
5.779999999999999716e+01,5.896342029888511860e+00
5.129999999999999716e+01,3.448222221903481266e+00
9.950000000000000000e+01,1.558101141801054546e+01
8.429999999999999716e+01,1.130747635546573626e+01
9.309999999999999432e+01,1.303129455008294890e+01
5.270000000000000284e+01,3.683925030238460074e+00
6.570000000000000284e+01,6.996935896810687616e+00
9.000000000000000000e+01,1.257746021913423817e+01
8.179999999999999716e+01,1.095359541406667603e+01
5.110000000000000142e+01,2.982625768569821201e+00
8.240000000000000568e+01,1.071686800007916673e+01
8.840000000000000568e+01,1.285031307022760139e+01
5.360000000000000142e+01,3.782484042933645263e+00
5.689999999999999858e+01,5.563189062770516280e+00
8.309999999999999432e+01,1.195679222619082083e+01
1.075000000000000000e+02,1.598539000851186742e+01
6.120000000000000284e+01,7.341092490695545258e+00
8.220000000000000284e+01,1.232375738396809872e+01
5.950000000000000000e+01,5.813451355282881927e+00
1.000000000000000000e+02,1.595847001485803318e+01
9.050000000000000000e+01,1.382819638264645512e+01
7.079999999999999716e+01,8.163632844005483946e+00
1.022999999999999972e+02,1.716927580878307680e+01
9.000000000000000000e+01,1.294507267700197950e+01
9.209999999999999432e+01,1.389376206983154205e+01
8.690000000000000568e+01,1.196880838341355791e+01
7.259999999999999432e+01,8.810034010717590292e+00
6.459999999999999432e+01,7.204287221979982725e+00
8.790000000000000568e+01,1.308774171504616035e+01
7.290000000000000568e+01,7.883341649994533462e+00
5.379999999999999716e+01,4.449574043410072122e+00
